-16.7793	0.561592
-0.689506	-7.4976
-8.78658	-4.77515
-5.03821	-0.757295
-1.6994	1.95679
5.38369	6.34579
0.926691	2.90524
3.09878	2.13971
4.69343	0.96332
-1.2573	1.14035
1.00874	0.189183
3.3971	0.900875
3.87767	2.92548
-0.512965	-1.63441
-4.46637	1.47302
-0.454179	-12.8261
-13.3602	-8.02356
-9.28281	-4.83937
-6.08345	-3.07245
-1.74947	-10.8156
-10.8821	-4.62346
-6.54516	-5.51411
-1.07348	-1.05231
-0.166764	-2.13595
-8.71685	-1.62924
-3.62541	-2.15452
-0.375221	3.78774
2.66626	2.09623
4.44132	10.625
9.41378	11.5001
13.1548	6.76685
5.08953	-16.9232
-16.7296	-4.51833
-3.5241	-7.40736
-6.9914	-6.8079
-1.84392	-7.00096
-9.75782	-5.17907
-2.08921	-11.387
-11.6353	6.20995
2.68938	-6.43267
-8.40297	-4.86228
-4.94778	-3.35458
-0.820225	-8.11684
-8.48329	8.93967
7.41187	7.0981
4.80532	0.509836
2.58795	6.1072
7.00479	-17.0818
-19.4371	-6.7592
-7.09697	-9.89489
-11.6197	-4.26061
-7.87763	-3.73856
-4.82571	-1.97164
-3.08186	-5.86822
-4.41873	2.59498
4.8052	-3.3819
-1.85467	-3.69702
-3.06955	-11.7976
-10.5096	-7.05258
-6.08692	8.51894
5.92817	8.50231
4.7852	13.4633
16.911	8.1109
8.63898	-16.4787
-17.7374	-3.49815
-2.89814	-8.60505
-8.82099	-2.29183
-0.809405	-3.78264
-5.41944	-8.27709
-4.96994	-5.87439
-7.33759	-4.28491
-5.01352	0.179645
-1.83911	6.65304
7.18234	-4.62221
-5.34771	-7.1828
-8.17974	-2.8651
0.778094	1.61095
1.58771	2.46426
5.20377	6.1797
6.87719	-14.7392
-16.4337	-7.56802
-7.20327	-9.77495
-6.95522	-0.103847
-2.77632	-7.43042
-8.31743	-5.3169
-1.7084	-2.48042
1.17421	4.55926
2.42175	-1.37697
-2.36393	-1.77868
-1.16735	-7.56427
-6.30009	-5.16086
0.0905351	-0.597015
3.94907	-1.65969
0.415566	5.65805
3.67006	0.530159
1.33723	-17.0501
-17.9182	-0.409447
-1.20736	-6.34388
-8.64002	-5.01518
-9.26058	-8.17447
-8.25946	-1.88916
-3.1357	-1.09098
-6.08966	1.39079
2.40008	6.12382
4.88335	-3.60347
-1.99438	-5.65154
-5.70014	-8.90319
-1.05475	1.00181
1.47015	2.17916
-1.51051	3.18409
3.26686	1.09167
3.54052	-18.9253
-17.6736	-6.89025
-7.59	-7.91312
-6.58521	-5.6056
-3.1518	-2.83323
-4.1608	-7.13248
1.13414	3.42496
4.74535	-1.01061
3.72966	3.63971
3.42684	-7.56635
1.01603	2.52728
2.18121	2.27666
1.1285	2.96241
2.10487	-1.0422
3.52064	0.0943667
-1.47119	1.24317
1.09129	-16.908
-16.7448	-1.97611
-4.23924	-6.90492
-5.89055	-0.617177
-3.72781	-7.02656
-8.83235	-3.31931
-6.82644	3.80672
0.0800525	5.12743
4.12121	7.28857
3.33817	-3.89749
0.7724	-6.91818
-7.44396	-1.98219
-4.25935	-0.749742
-4.05998	-0.870039
-2.66745	-1.10418
-2.74255	3.359
-1.61314	-19.2194
-19.4769	-3.62932
-3.61851	1.50303
2.28202	0.843063
-2.24789	-3.49752
-5.97784	-8.46996
-10.9472	-1.03064
-1.51291	-0.768585
2.31259	-7.47598
-3.20071	-0.38384
-1.89659	0.181879
-3.64319	-0.942483
0.136777	0.860317
3.39132	2.93352
6.25792	8.04056
5.54175	4.76937
2.65576	-17.0275
-17.8269	-5.39024
-2.98986	-5.77297
-4.86337	-4.53445
-6.02476	-6.57071
-5.52004	-4.33789
-5.58944	-5.16528
-5.42415	-1.41256
-3.12295	5.53916
6.16135	6.16128
4.4006	-3.14753
-5.67966	3.866
1.87268	2.81117
-3.18823	-1.67802
-3.91375	2.42144
0.92891	0.329588
2.08013	-18.7712
-18.9923	-0.823499
-2.56381	1.33924
2.37398	-5.77498
-5.69584	-7.91487
-6.45012	-4.69578
-8.2428	-3.1779
-4.35825	-2.11467
2.42234	3.86116
-0.552572	-6.02746
-4.33121	-5.81665
-4.2596	2.19365
10.0015	-0.0752782
-1.0114	-0.0285788
3.29793	0.951462
0.0694369	-0.200985
1.77273	-21.1833
-16.0963	-1.44597
-2.6035	-5.84314
-10.0844	-6.71149
-3.8751	2.36805
8.685	6.48485
4.81179	7.63531
9.47381	3.43063
6.99518	11.7199
6.40025	-2.69673
-4.1833	4.98725
2.81894	4.44123
3.77551	4.92152
5.46654	-3.63002
-0.61371	-1.59154
-0.914636	2.47733
3.70179	-17.0257
-17.0002	-5.23139
-6.90372	-9.01986
-8.05048	1.03262
3.79414	-3.10685
-7.37899	-14.5859
-15.2392	-6.94843
-8.63152	0.725942
3.82526	-6.94847
-4.02824	-5.2374
2.45977	-12.885
-10.1499	-5.49936
